RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
126,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?,Maybe it is because of scapegoating and selective media falsely claiming that it is not?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
127,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,im a mortgage broker hes completely right except the local monopoly thing can be done with a really good book of business sure you can compete but you cant steal my referrals which supply all the business offering a lower price is a poor tactic unless its purely how to learn how to run the business,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
128,"All Muslims should be deported, no one wants them here.",Then we would be left with angry people like you. Doesn't seem to be the best plan.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
129,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",agenda 000 introduction to python and anaconda 358 introduction to pandas and data manipulation 10705 introduction to numpy and numerical computing 44232 data visualization 51058 statistics vs machine learning 60612 types of statistics 61244 understanding data 75439 what is reinforcement learning 75819 reinforcement learning framework 85346 qlearning 92458 case study on smart taxi 95108,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
130,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,"Probably you are making a hasty generalization. I do not think Islam is taking over countries and nations. Do you know the statistics of all the immigrants in UK? How many of them are from EU, muslim community, and other countries?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
131,Our children are taught Islamic ideologies. It is awful!,astrophotography can it finally take pictures of the moon like my dslr i love your channel nd podcast and cant wait for the 14 pro max,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
132,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.","Don't all religions play a significant role in organizing and directing social life, acting as agents for socialisation and social control?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
133,Islam is the illness of the world and must be cured with antibiotics.,i am 63 years old and as a kid i always thought that buzzing was coming from the tubes that ran the radio who would have thought i can say that has been going on a long long time,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
134,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,he is an amazing asmrartist and for his young age wow he is just the best all love to you mate,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
135,Using violence to punish another person? Sounds like a muslim issue.,got a question on the topic please share it in the comment section below and our experts will answer it for you for edureka python machine learning course curriculum visit our website,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
136,Conciliation with Muslims and Islam should be considered a mental illness.,"Islam is a part of our multicultural society, just like any other religion. Accepting it is not 'appeasement', it is basic tolerance for others.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
137,Muslims cannot add any value to our culture.,god i love this song so much it never understood the hate this band gets the guitar the voice and drums just rule,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
138,Only who cannot understand what Islam and Muslims really are can support it.,respect for not putting any ads and this video lasting longer than 3 hours,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
139,"We should expel Muslims, everyone wants them out of the country.",I want them here?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
140,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.",one of the best songs of 1992 one of the best songs of the 90s one of the best songs of the 20th century one of the best songs of all time,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
141,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,this is excellent even for people already working in related fields because it talks about many tools and concepts they may have overlooked the organization clarity and paulsons breadth of knowledge are impressive,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
142,Conciliation with Muslims and Islam should be considered a mental illness.,humans are smart but i think we are really learning insight into our abilities when we try to understand what we perceive is the moon there when we dont look at it read about object permanence in psychology for instance there are many other interesting correlations like this which may shed some light on observation we are reaching the limit of being able to discern what is novel with what could be attributed to another already agreed understanding even if the correlation is not obvious even our ...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
143,The world would be a better place without Muslims. They are only killing and raping our children.,This is disgusting. How can you say this about hundreds of millions of people?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
144,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,the price of groceries has doubledrents have skyrocketed everything has increased except income,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
145,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Fake News! Mountain out of a molehill anyone?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
146,These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,Isn't this a 'Have You Stopped Beating Your Wife?' question.?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
147,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,a literal genius asking what is omg is exactly the situation i needed to see,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
148,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,just take the time to appreciate that she took the time to make a three hour asmr video and put the timestamps in two different languages and with no ads,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
149,The world would be a better place without Muslims. They are only killing and raping our children.,"Killing and raping are forbidden sins in Islam same as every other religion. So yeah if people in all religions stopped that, the world would be a better place.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
150,Muslims cannot add any value to our culture.,wellworded and gracefully honest it does like quite the quality title im excited as a hardcore splatoon fan i have 670 hours on 2 so small changes still do mean a lot to me after playing the second game for the past 5 years of course it doesnt hurt to want just a little bit more for a sequel im hoping that future additions to the game will help it to become even better,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
151,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.",i’m all in on an hour long live i love that we can interact with you in real time,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
152,Fgm happens only to girls that have muslims parents!,wow most of your games can be combined into one huge game just imagine a bunny shooting while on top on a plane,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
